number,year,kode,region,municipalities,total,urban,rural,,,
24953,2014,7364843000,Ульяновская область,Красноборское сельское поселение,1504,0,1504,,,
24954,2014,7364843500,Ульяновская область,Михайловское сельское поселение,1533,0,1533,,,
24955,2014,7364843800,Ульяновская область,Подкуровское сельское поселение,3348,0,3348,,,
24956,2014,7364845000,Ульяновская область,Ясашноташлинское сельское поселение,2591,0,2591,,,
24957,2014,7365200000,Ульяновская область,Ульяновский муниципальный район,36732,10513,26219,,,
24958,2014,7365215100,Ульяновская область,Ишеевское городское поселение,13353,10513,2840,,,
24959,2014,736521510511000,Ульяновская область,пгт. Ишеевка рп,10513,10513,0,,,
24960,2014,7365241500,Ульяновская область,Большеключищенское сельское поселение,5737,0,5737,,,
24961,2014,7365242000,Ульяновская область,Зеленорощинское сельское поселение,4422,0,4422,,,
24962,2014,7365244500,Ульяновская область,Тимирязевское сельское поселение,5373,0,5373,,,
24963,2014,7365246500,Ульяновская область,Тетюшское сельское поселение,2859,0,2859,,,
24964,2014,7365247000,Ульяновская область,Ундоровское сельское поселение,4988,0,4988,,,
24965,2014,7365400000,Ульяновская область,Цильнинский муниципальный район,26344,3952,22392,,,
24966,2014,7365415400,Ульяновская область,Цильнинское городское поселение,5056,3952,1104,,,
24967,2014,736541540511000,Ульяновская область,пгт. Цильна рп,3952,3952,0,,,
24968,2014,7365441500,Ульяновская область,Большенагаткинское сельское поселение,8434,0,8434,,,
24969,2014,7365442500,Ульяновская область,Елховоозерское сельское поселение,1662,0,1662,,,
